Column1;lesson_group_id;course_id;conspect_expected;task_expected;lesson_number;wk_max_points;wk_task_count;wk_survival_training_expected;wk_scratch_playground_enabled;wk_attendance_tracking_enabled;wk_video_duration
70;5617;759;ЛОЖЬ;ЛОЖЬ;6 ;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
68;5618;759;ЛОЖЬ;ЛОЖЬ;7 ;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
314;5651;759;ЛОЖЬ;ЛОЖЬ;8 ;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
166;5837;760;ЛОЖЬ;ИСТИНА;1 ;5 ;5 ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
451;5840;760;ЛОЖЬ;ИСТИНА;2 ;5 ;5 ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
442;5843;760;ЛОЖЬ;ИСТИНА;3 ;7 ;5 ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
165;5846;760;ЛОЖЬ;ИСТИНА;4 ;5 ;5 ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
562;5849;760;ЛОЖЬ;ИСТИНА;5 ;5 ;5 ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
171;5852;760;ЛОЖЬ;ЛОЖЬ;6 ;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
512;5855;760;ЛОЖЬ;ЛОЖЬ;7 ;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
420;5858;760;ЛОЖЬ;ЛОЖЬ;8 ;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
337;5861;760;ЛОЖЬ;ЛОЖЬ;9 ;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
355;5864;760;ЛОЖЬ;ЛОЖЬ;10 ;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
473;5869;760;ЛОЖЬ;ЛОЖЬ;11 ;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
450;5872;760;ЛОЖЬ;ЛОЖЬ;12 ;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
496;5875;760;ЛОЖЬ;ЛОЖЬ;13 ;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
481;5878;760;ЛОЖЬ;ЛОЖЬ;14 ;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
489;5881;760;ЛОЖЬ;ЛОЖЬ;15 ;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
575;5884;760;ЛОЖЬ;ЛОЖЬ;16 ;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
519;5887;760;ЛОЖЬ;ЛОЖЬ;17 ;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
549;5890;760;ЛОЖЬ;ЛОЖЬ;18 ;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
372;5893;760;ЛОЖЬ;ЛОЖЬ;19 ;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
358;5897;760;ЛОЖЬ;ЛОЖЬ;20 ;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
365;5900;760;ЛОЖЬ;ЛОЖЬ;21 ;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
448;5903;760;ЛОЖЬ;ЛОЖЬ;22 ;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
366;5906;760;ЛОЖЬ;ЛОЖЬ;23 ;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
449;5909;760;ЛОЖЬ;ЛОЖЬ;24 ;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
179;5912;760;ЛОЖЬ;ЛОЖЬ;25 ;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
120;5915;760;ЛОЖЬ;ЛОЖЬ;26 ;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
142;5919;760;ЛОЖЬ;ЛОЖЬ;27 ;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
56;5922;760;ЛОЖЬ;ЛОЖЬ;28 ;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
90;5925;760;ЛОЖЬ;ЛОЖЬ;29 ;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
182;5930;760;ЛОЖЬ;ЛОЖЬ;30 ;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
8;5927;760;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
10;5916;760;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
11;5920;760;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
73;5924;760;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
75;5917;760;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
96;5918;760;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
216;5914;760;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
217;5913;760;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
219;5931;760;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
281;5850;760;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
295;5926;760;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
334;5835;760;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
341;5848;760;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
342;5847;760;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
344;5851;760;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
347;5865;760;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
349;5862;760;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
350;5866;760;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
351;5867;760;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
354;5863;760;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
368;5892;760;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
369;5891;760;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
370;5880;760;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
376;5921;760;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
380;5929;760;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
384;5904;760;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
386;5898;760;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
388;5842;760;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
399;5836;760;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
400;5834;760;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
405;5896;760;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
406;5844;760;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
415;5839;760;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
416;5838;760;ЛОЖЬ;ЛОЖЬ;;0 ;0 ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
417;5845;760;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
418;5841;760;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
421;5873;760;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
422;5883;760;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
423;5854;760;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
430;5886;760;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
443;5853;760;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
445;5874;760;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
446;5857;760;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
447;5885;760;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
463;5856;760;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
468;5859;760;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
472;5889;760;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
477;5923;760;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
478;5928;760;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
482;5911;760;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
486;5879;760;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
497;5894;760;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
499;5907;760;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
514;5868;760;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
515;5882;760;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
528;5877;760;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
530;5910;760;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
538;5899;760;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
539;5901;760;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
540;5902;760;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
542;5860;760;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
546;5871;760;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
552;5876;760;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
553;5895;760;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
554;5870;760;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
560;5905;760;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
561;5908;760;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
576;5888;760;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
460;5935;761;ЛОЖЬ;ИСТИНА;1 ;5 ;5 ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
257;5938;761;ЛОЖЬ;ИСТИНА;2 ;5 ;5 ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
558;5941;761;ЛОЖЬ;ИСТИНА;3 ;7 ;5 ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
524;5944;761;ЛОЖЬ;ИСТИНА;4 ;5 ;5 ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
23;5947;761;ЛОЖЬ;ИСТИНА;5 ;5 ;5 ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
282;5950;761;ЛОЖЬ;ЛОЖЬ;6 ;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
465;5953;761;ЛОЖЬ;ЛОЖЬ;7 ;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
541;5956;761;ЛОЖЬ;ЛОЖЬ;8 ;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
34;5959;761;ЛОЖЬ;ЛОЖЬ;9 ;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
339;5962;761;ЛОЖЬ;ЛОЖЬ;10 ;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
352;5967;761;ЛОЖЬ;ЛОЖЬ;11 ;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
360;5970;761;ЛОЖЬ;ЛОЖЬ;12 ;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
361;5973;761;ЛОЖЬ;ЛОЖЬ;13 ;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
492;5976;761;ЛОЖЬ;ЛОЖЬ;14 ;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
26;5979;761;ЛОЖЬ;ЛОЖЬ;15 ;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
570;5982;761;ЛОЖЬ;ЛОЖЬ;16 ;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
30;5985;761;ЛОЖЬ;ЛОЖЬ;17 ;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
520;5988;761;ЛОЖЬ;ЛОЖЬ;18 ;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
432;5991;761;ЛОЖЬ;ЛОЖЬ;19 ;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
474;5995;761;ЛОЖЬ;ЛОЖЬ;20 ;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
475;5998;761;ЛОЖЬ;ЛОЖЬ;21 ;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
235;6001;761;ЛОЖЬ;ЛОЖЬ;22 ;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
532;6004;761;ЛОЖЬ;ЛОЖЬ;23 ;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
425;6007;761;ЛОЖЬ;ЛОЖЬ;24 ;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
428;6010;761;ЛОЖЬ;ЛОЖЬ;25 ;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
503;6013;761;ЛОЖЬ;ЛОЖЬ;26 ;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
458;6017;761;ЛОЖЬ;ЛОЖЬ;27 ;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
476;6020;761;ЛОЖЬ;ЛОЖЬ;28 ;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
459;6023;761;ЛОЖЬ;ЛОЖЬ;29 ;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
55;6028;761;ЛОЖЬ;ЛОЖЬ;30 ;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
1;5937;761;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
2;5940;761;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
9;6027;761;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
14;5980;761;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
15;5992;761;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
16;5999;761;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
20;5951;761;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
22;5943;761;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
37;5977;761;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
57;5948;761;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
77;5966;761;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
78;5972;761;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
93;6029;761;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
95;6022;761;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
106;5964;761;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
276;6026;761;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
316;5942;761;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
348;5963;761;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
382;6014;761;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
389;5971;761;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
391;6011;761;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
402;6005;761;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
403;6008;761;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
404;6009;761;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
408;5945;761;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
410;5965;761;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
413;5960;761;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
429;5989;761;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
431;5990;761;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
440;6006;761;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
441;5939;761;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
444;5994;761;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
452;6016;761;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
453;6019;761;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
454;6018;761;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
455;6021;761;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
456;6024;761;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
457;6025;761;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
461;5954;761;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
464;5958;761;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
469;5968;761;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
470;5986;761;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
485;5934;761;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
490;5984;761;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
491;5932;761;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
495;5957;761;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
498;5996;761;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
500;5974;761;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
502;5952;761;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
505;6012;761;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
506;6002;761;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
511;6015;761;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
516;5981;761;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
521;5969;761;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
522;5933;761;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
525;5975;761;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
531;6000;761;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
545;5961;761;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
547;5978;761;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
555;5936;761;ЛОЖЬ;ЛОЖЬ;;0 ;0 ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
556;5983;761;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
559;5946;761;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
564;5949;761;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
568;5955;761;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
569;5993;761;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
573;6003;761;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
574;5997;761;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
577;5987;761;ЛОЖЬ;ЛОЖЬ;;;;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;
