user_id;дата;день недели;начало сессии;конец сессии;время ;;;;;
665767;13.10.2025;Понедельник;18:20:00;19:52:00;1:32:00;;;;;
665767;17.10.2025;Пятница;21:25:00;0:25:00;3:00:00;;;;;
665767;23.10.2025;Четверг;18:50:00;18:58:00;0:08:00;;;;;
665767;27.10.2025;Понедельник;14:08:00;14:22:00;0:14:00;;;;;
665767;27.10.2025;Понедельник;14:34:00;16:34:00;2:00:00;;;;;
665767;31.10.2025;Пятница;18:47:00;19:00:00;0:13:00;;;;;
665767;31.10.2025;Пятница;19:02:00;19:07:00;0:05:00;;;;;
665767;06.11.2025;Четверг;19:12:00;19:46:00;0:34:00;;;;;
665767;16.11.2025;Воскресенье;16:55:00;17:40:00;0:45:00;;;;;
665767;27.11.2025;Четверг;5:42:00;5:54:00;0:12:00;;;;;
665767;05.12.2025;Пятница;2:10:00;2:11:00;0:01:00;;;;;
665767;05.12.2025;Пятница;2:12:00;2:14:00;0:02:00;;;;;
665767;05.12.2025;Пятница;5:08:00;5:12:00;0:04:00;;;;;
665767;14.12.2025;Воскресенье;6:18:00;7:04:00;0:46:00;;;;;
665767;14.12.2025;Воскресенье;9:18:00;10:45:00;1:27:00;;;;;
665767;26.12.2025;Пятница;9:22:00;9:25:00;0:03:00;;;;;
665767;26.12.2025;Пятница;12:22:00;12:28:00;0:06:00;;;;;
665767;07.01.2026;Среда;16:20:00;16:21:00;0:01:00;;;;;
665767;24.01.2026;Суббота;18:51:00;18:54:00;0:03:00;;;;;
665767;24.01.2026;Суббота;21:52:00;21:58:00;0:06:00;;;;;
665767;29.01.2026;Четверг;15:28:00;15:37:00;0:09:00;;;;;
665767;01.02.2026;Воскресенье;12:58:00;13:06:00;0:08:00;;;;;
665767;24.02.2026;Вторник;6:40:00;6:46:00;0:06:00;;;;;
665767;24.02.2026;Вторник;6:52:00;6:53:00;0:01:00;;;;;
665767;24.02.2026;Вторник;7:21:00;7:22:00;0:01:00;;;;;
665767;24.02.2026;Вторник;9:40:00;10:20:00;0:40:00;;;;;
665767;12.03.2026;Четверг;19:16:00;19:20:00;0:04:00;;;;;
665788;14.10.2025;Вторник;11:40:00;11:50:00;0:10:00;;;;;
665788;22.10.2025;Среда;4:16:00;6:27:00;2:11:00;;;;;
665788;22.10.2025;Среда;13:04:00;13:06:00;0:02:00;;;;;
665788;27.10.2025;Понедельник;15:16:00;15:20:00;0:04:00;;;;;
665788;08.11.2025;Суббота;13:05:00;15:28:00;2:23:00;;;;;
665788;18.11.2025;Вторник;15:42:00;16:11:00;0:29:00;;;;;
665788;12.01.2026;Понедельник;13:37:00;13:38:00;0:01:00;;;;;
665788;12.01.2026;Понедельник;16:25:00;16:47:00;0:22:00;;;;;
667623;21.10.2025;Вторник;18:46:00;18:55:00;0:09:00;;;;;
667623;27.11.2025;Четверг;18:37:00;18:44:00;0:07:00;;;;;
667623;29.11.2025;Суббота;17:47:00;18:43:00;0:56:00;;;;;
667623;30.11.2025;Воскресенье;16:06:00;16:46:00;0:40:00;;;;;
667623;01.12.2025;Понедельник;14:59:00;15:04:00;0:05:00;;;;;
667623;01.12.2025;Понедельник;15:05:00;15:10:00;0:05:00;;;;;
667623;01.12.2025;Понедельник;15:13:00;15:53:00;0:40:00;;;;;
667623;01.12.2025;Понедельник;17:59:00;19:18:00;1:19:00;;;;;
667623;05.12.2025;Пятница;14:54:00;15:05:00;0:11:00;;;;;
667623;05.12.2025;Пятница;15:07:00;15:53:00;0:46:00;;;;;
667623;05.12.2025;Пятница;17:52:00;20:55:00;3:03:00;;;;;
667623;07.12.2025;Воскресенье;10:30:00;10:36:00;0:06:00;;;;;
667623;07.12.2025;Воскресенье;10:54:00;11:00:00;0:06:00;;;;;
667623;07.12.2025;Воскресенье;13:30:00;16:02:00;2:32:00;;;;;
667623;12.12.2025;Пятница;16:02:00;16:47:00;0:45:00;;;;;
667623;12.12.2025;Пятница;16:59:00;17:05:00;0:06:00;;;;;
667623;12.12.2025;Пятница;17:06:00;17:12:00;0:06:00;;;;;
667623;12.12.2025;Пятница;19:02:00;20:13:00;1:11:00;;;;;
667623;14.12.2025;Воскресенье;14:31:00;14:49:00;0:18:00;;;;;
667623;14.12.2025;Воскресенье;14:50:00;14:55:00;0:05:00;;;;;
667623;14.12.2025;Воскресенье;15:03:00;15:09:00;0:06:00;;;;;
667623;14.12.2025;Воскресенье;17:31:00;18:10:00;0:39:00;;;;;
667623;15.12.2025;Понедельник;15:37:00;15:44:00;0:07:00;;;;;
667623;15.12.2025;Понедельник;15:45:00;15:46:00;0:01:00;;;;;
667623;17.12.2025;Среда;17:36:00;17:37:00;0:01:00;;;;;
667623;28.12.2025;Воскресенье;14:43:00;14:54:00;0:11:00;;;;;
667623;28.12.2025;Воскресенье;17:29:00;17:55:00;0:26:00;;;;;
667623;07.01.2026;Среда;14:47:00;14:49:00;0:02:00;;;;;
667623;07.01.2026;Среда;14:52:00;14:56:00;0:04:00;;;;;
667623;07.01.2026;Среда;14:57:00;15:01:00;0:04:00;;;;;
667623;07.01.2026;Среда;17:48:00;17:50:00;0:02:00;;;;;
667623;10.01.2026;Суббота;15:10:00;15:45:00;0:35:00;;;;;
667623;10.01.2026;Суббота;18:10:00;18:40:00;0:30:00;;;;;
667623;24.02.2026;Вторник;13:00:00;13:05:00;0:05:00;;;;;
667623;24.02.2026;Вторник;13:16:00;13:19:00;0:03:00;;;;;
667623;24.02.2026;Вторник;13:20:00;13:36:00;0:16:00;;;;;
667623;24.02.2026;Вторник;15:59:00;16:35:00;0:36:00;;;;;
667623;25.02.2026;Среда;12:24:00;12:30:00;0:06:00;;;;;
667623;25.02.2026;Среда;12:31:00;12:39:00;0:08:00;;;;;
667623;25.02.2026;Среда;15:24:00;15:52:00;0:28:00;;;;;
667623;26.02.2026;Четверг;12:35:00;12:43:00;0:08:00;;;;;
667623;26.02.2026;Четверг;12:47:00;12:52:00;0:05:00;;;;;
667623;26.02.2026;Четверг;12:54:00;13:04:00;0:10:00;;;;;
667623;26.02.2026;Четверг;13:05:00;13:11:00;0:06:00;;;;;
667623;26.02.2026;Четверг;13:13:00;13:28:00;0:15:00;;;;;
667623;26.02.2026;Четверг;15:20:00;16:12:00;0:52:00;;;;;
667623;28.02.2026;Суббота;13:27:00;13:32:00;0:05:00;;;;;
667623;28.02.2026;Суббота;13:33:00;13:43:00;0:10:00;;;;;
667623;28.02.2026;Суббота;16:26:00;16:33:00;0:07:00;;;;;
667623;01.03.2026;Воскресенье;12:20:00;12:36:00;0:16:00;;;;;
667623;01.03.2026;Воскресенье;12:38:00;13:18:00;0:40:00;;;;;
667623;01.03.2026;Воскресенье;15:19:00;16:15:00;0:56:00;;;;;
667623;06.03.2026;Пятница;15:32:00;15:35:00;0:03:00;;;;;
667623;06.03.2026;Пятница;15:36:00;15:42:00;0:06:00;;;;;
667623;06.03.2026;Пятница;18:32:00;18:36:00;0:04:00;;;;;
667623;15.03.2026;Воскресенье;14:09:00;14:24:00;0:15:00;;;;;
667623;15.03.2026;Воскресенье;17:09:00;17:18:00;0:09:00;;;;;
667888;07.11.2025;Пятница;5:51:00;17:33:00;11:42:00;;;;;
667888;26.11.2025;Среда;7:35:00;10:13:00;2:38:00;;;;;
667888;09.12.2025;Вторник;14:58:00;15:00:00;0:02:00;;;;;
667888;09.12.2025;Вторник;15:01:00;15:02:00;0:01:00;;;;;
667888;09.12.2025;Вторник;15:45:00;19:16:00;3:31:00;;;;;
667888;09.12.2025;Вторник;19:17:00;19:18:00;0:01:00;;;;;
668076;01.11.2025;Суббота;12:02:00;12:03:00;0:01:00;;;;;
668076;04.11.2025;Вторник;20:57:00;21:13:00;0:16:00;;;;;
669160;09.11.2025;Воскресенье;21:00:00;21:06:00;0:06:00;;;;;
669160;28.11.2025;Пятница;15:56:00;18:49:00;2:53:00;;;;;
669160;29.11.2025;Суббота;15:08:00;20:13:00;5:05:00;;;;;
669160;01.12.2025;Понедельник;17:56:00;20:52:00;2:56:00;;;;;
669160;05.12.2025;Пятница;12:59:00;13:43:00;0:44:00;;;;;
669160;05.12.2025;Пятница;15:59:00;21:28:00;5:29:00;;;;;
669160;06.12.2025;Суббота;11:58:00;12:47:00;0:49:00;;;;;
669160;12.12.2025;Пятница;14:28:00;15:16:00;0:48:00;;;;;
669160;12.12.2025;Пятница;15:55:00;17:28:00;1:33:00;;;;;
669160;20.12.2025;Суббота;16:35:00;17:15:00;0:40:00;;;;;
669160;27.12.2025;Суббота;12:20:00;12:50:00;0:30:00;;;;;
669160;27.12.2025;Суббота;15:18:00;15:19:00;0:01:00;;;;;
669160;16.01.2026;Пятница;14:31:00;15:13:00;0:42:00;;;;;
669160;16.01.2026;Пятница;17:30:00;19:51:00;2:21:00;;;;;
669160;17.01.2026;Суббота;12:03:00;12:29:00;0:26:00;;;;; 
669160;17.01.2026;Суббота;12:35:00;12:40:00;0:05:00;;;;;
669160;17.01.2026;Суббота;15:02:00;15:38:00;0:36:00;;;;;
669160;05.03.2026;Четверг;15:00:00;15:09:00;0:09:00;;;;;
669160;05.03.2026;Четверг;17:59:00;19:07:00;1:08:00;;;;;
669160;06.03.2026;Пятница;13:33:00;14:06:00;0:33:00;;;;;
669160;06.03.2026;Пятница;16:33:00;17:06:00;0:33:00;;;;;
669160;18.03.2026;Среда;18:11:00;18:43:00;0:32:00;;;;;
670642;18.11.2025;Вторник;16:59:00;17:04:00;0:05:00;;;;;
670642;25.11.2025;Вторник;10:37:00;13:00:00;2:23:00;;;;;
670642;16.12.2025;Вторник;10:40:00;12:49:00;2:09:00;;;;;
670642;05.02.2026;Четверг;6:39:00;6:53:00;0:14:00;;;;;
670642;24.02.2026;Вторник;10:25:00;10:40:00;0:15:00;;;;;
671753;25.11.2025;Вторник;17:01:00;17:08:00;0:07:00;;;;;
671753;26.11.2025;Среда;14:15:00;18:18:00;4:03:00;;;;;
671753;27.11.2025;Четверг;5:26:00;5:27:00;0:01:00;;;;;
671753;29.11.2025;Суббота;15:47:00;16:22:00;0:35:00;;;;;
671753;30.11.2025;Воскресенье;16:52:00;17:52:00;1:00:00;;;;;
671753;02.12.2025;Вторник;15:44:00;15:45:00;0:01:00;;;;;
671753;03.12.2025;Среда;12:59:00;13:08:00;0:09:00;;;;;
671753;03.12.2025;Среда;15:59:00;16:33:00;0:34:00;;;;;
671753;04.12.2025;Четверг;15:10:00;15:16:00;0:06:00;;;;;
671753;04.12.2025;Четверг;15:18:00;15:24:00;0:06:00;;;;;
671753;04.12.2025;Четверг;18:31:00;18:46:00;0:15:00;;;;;
671753;07.12.2025;Воскресенье;8:05:00;8:06:00;0:01:00;;;;;
671753;07.12.2025;Воскресенье;8:07:00;8:13:00;0:06:00;;;;;
671753;07.12.2025;Воскресенье;8:26:00;8:32:00;0:06:00;;;;;
671753;07.12.2025;Воскресенье;11:05:00;13:15:00;2:10:00;;;;;
671753;10.12.2025;Среда;15:36:00;15:43:00;0:07:00;;;;;
671753;10.12.2025;Среда;15:44:00;15:48:00;0:04:00;;;;;
671753;10.12.2025;Среда;15:50:00;16:01:00;0:11:00;;;;;
671753;10.12.2025;Среда;16:02:00;16:06:00;0:04:00;;;;;
671753;10.12.2025;Среда;16:07:00;16:12:00;0:05:00;;;;;
671753;10.12.2025;Среда;16:14:00;16:16:00;0:02:00;;;;;
671753;10.12.2025;Среда;18:16:00;19:14:00;0:58:00;;;;;
671753;15.12.2025;Понедельник;14:31:00;14:38:00;0:07:00;;;;;
671753;15.12.2025;Понедельник;14:58:00;15:02:00;0:04:00;;;;;
671753;15.12.2025;Понедельник;15:12:00;15:18:00;0:06:00;;;;;
671753;15.12.2025;Понедельник;15:21:00;15:37:00;0:16:00;;;;;
671753;15.12.2025;Понедельник;16:13:00;16:14:00;0:01:00;;;;;
671753;15.12.2025;Понедельник;17:31:00;19:13:00;1:42:00;;;;;
671753;20.12.2025;Суббота;13:26:00;13:27:00;0:01:00;;;;;
671753;20.12.2025;Суббота;13:28:00;13:34:00;0:06:00;;;;;
671753;20.12.2025;Суббота;13:40:00;13:47:00;0:07:00;;;;;
671753;20.12.2025;Суббота;14:39:00;14:47:00;0:08:00;;;;;
671753;20.12.2025;Суббота;16:26:00;17:42:00;1:16:00;;;;;
671753;11.01.2026;Воскресенье;10:36:00;10:44:00;0:08:00;;;;;
671753;11.01.2026;Воскресенье;13:36:00;15:40:00;2:04:00;;;;;
671753;15.01.2026;Четверг;15:39:00;15:46:00;0:07:00;;;;;
671753;15.01.2026;Четверг;15:59:00;16:00:00;0:01:00;;;;;
671753;15.01.2026;Четверг;18:26:00;20:53:00;2:27:00;;;;;
671753;18.01.2026;Воскресенье;7:37:00;7:38:00;0:01:00;;;;;
671753;18.01.2026;Воскресенье;9:50:00;10:37:00;0:47:00;;;;;
671753;25.01.2026;Воскресенье;8:36:00;8:40:00;0:04:00;;;;;
671753;25.01.2026;Воскресенье;8:45:00;8:50:00;0:05:00;;;;;
671753;25.01.2026;Воскресенье;8:54:00;8:55:00;0:01:00;;;;;
671753;25.01.2026;Воскресенье;9:01:00;9:03:00;0:02:00;;;;;
671753;25.01.2026;Воскресенье;9:12:00;9:19:00;0:07:00;;;;;
671753;25.01.2026;Воскресенье;9:21:00;9:23:00;0:02:00;;;;;
671753;25.01.2026;Воскресенье;11:35:00;14:26:00;2:51:00;;;;;
671753;05.02.2026;Четверг;8:09:00;8:22:00;0:13:00;;;;;
671753;05.02.2026;Четверг;8:23:00;8:34:00;0:11:00;;;;;
671753;05.02.2026;Четверг;8:46:00;8:48:00;0:02:00;;;;;
671753;05.02.2026;Четверг;11:09:00;11:47:00;0:38:00;;;;;
671753;10.02.2026;Вторник;11:31:00;11:32:00;0:01:00;;;;;
671753;10.02.2026;Вторник;12:04:00;12:06:00;0:02:00;;;;;
671753;10.02.2026;Вторник;12:08:00;12:18:00;0:10:00;;;;;
671753;10.02.2026;Вторник;14:31:00;15:15:00;0:44:00;;;;;
671753;17.02.2026;Вторник;16:38:00;16:49:00;0:11:00;;;;;
671753;25.02.2026;Среда;12:47:00;12:50:00;0:03:00;;;;;
671753;25.02.2026;Среда;15:47:00;18:35:00;2:48:00;;;;;
671753;01.03.2026;Воскресенье;13:29:00;13:30:00;0:01:00;;;;;
671753;01.03.2026;Воскресенье;16:01:00;16:29:00;0:28:00;;;;;
671753;09.03.2026;Понедельник;17:06:00;17:27:00;0:21:00;;;;;
671753;22.03.2026;Воскресенье;6:41:00;6:46:00;0:05:00;;;;;
671753;22.03.2026;Воскресенье;9:34:00;10:00:00;0:26:00;;;;;
672661;04.12.2025;Четверг;15:17:00;15:21:00;0:04:00;;;;;
672661;05.12.2025;Пятница;11:00:00;18:27:00;7:27:00;;;;;
672661;06.12.2025;Суббота;9:38:00;10:27:00;0:49:00;;;;;
672661;06.12.2025;Суббота;12:37:00;14:54:00;2:17:00;;;;;
672661;11.12.2025;Четверг;9:19:00;9:26:00;0:07:00;;;;;
672661;11.12.2025;Четверг;12:19:00;13:40:00;1:21:00;;;;;
672661;12.12.2025;Пятница;10:10:00;10:16:00;0:06:00;;;;;
672661;12.12.2025;Пятница;10:18:00;10:23:00;0:05:00;;;;;
672661;12.12.2025;Пятница;10:24:00;10:32:00;0:08:00;;;;;
672661;12.12.2025;Пятница;10:34:00;10:40:00;0:06:00;;;;;
672661;12.12.2025;Пятница;10:41:00;10:46:00;0:05:00;;;;;
672661;12.12.2025;Пятница;12:30:00;16:57:00;4:27:00;;;;;
672661;13.12.2025;Суббота;9:54:00;10:39:00;0:45:00;;;;;
672661;13.12.2025;Суббота;12:37:00;15:36:00;2:59:00;;;;;
672661;14.12.2025;Воскресенье;3:39:00;3:41:00;0:02:00;;;;;
672661;14.12.2025;Воскресенье;3:42:00;3:46:00;0:04:00;;;;;
672661;14.12.2025;Воскресенье;3:48:00;3:54:00;0:06:00;;;;;
672661;14.12.2025;Воскресенье;4:35:00;4:40:00;0:05:00;;;;;
672661;14.12.2025;Воскресенье;4:58:00;5:02:00;0:04:00;;;;;
672661;14.12.2025;Воскресенье;5:04:00;5:09:00;0:05:00;;;;;
672661;14.12.2025;Воскресенье;5:10:00;5:18:00;0:08:00;;;;;
672661;14.12.2025;Воскресенье;5:26:00;5:31:00;0:05:00;;;;;
672661;14.12.2025;Воскресенье;5:42:00;5:46:00;0:04:00;;;;;
672661;14.12.2025;Воскресенье;5:57:00;6:02:00;0:05:00;;;;;
672661;14.12.2025;Воскресенье;6:07:00;6:09:00;0:02:00;;;;;
672661;14.12.2025;Воскресенье;6:13:00;6:14:00;0:01:00;;;;;
672661;14.12.2025;Воскресенье;6:39:00;10:56:00;4:17:00;;;;;
672661;17.12.2025;Среда;10:30:00;10:35:00;0:05:00;;;;;
672661;17.12.2025;Среда;10:37:00;10:52:00;0:15:00;;;;;
672661;17.12.2025;Среда;13:30:00;13:37:00;0:07:00;;;;;
672661;19.12.2025;Пятница;8:58:00;9:04:00;0:06:00;;;;;
672661;19.12.2025;Пятница;11:18:00;11:25:00;0:07:00;;;;;
672661;19.12.2025;Пятница;11:28:00;11:35:00;0:07:00;;;;;
672661;19.12.2025;Пятница;11:58:00;18:07:00;6:09:00;;;;;
672661;20.12.2025;Суббота;11:04:00;11:07:00;0:03:00;;;;;
672661;20.12.2025;Суббота;12:57:00;15:34:00;2:37:00;;;;;
672661;21.12.2025;Воскресенье;14:27:00;14:33:00;0:06:00;;;;;
672661;23.12.2025;Вторник;10:43:00;11:32:00;0:49:00;;;;;
672661;23.12.2025;Вторник;13:42:00;14:03:00;0:21:00;;;;;
672661;25.12.2025;Четверг;13:09:00;13:13:00;0:04:00;;;;;
672661;25.12.2025;Четверг;13:14:00;13:22:00;0:08:00;;;;;
672661;25.12.2025;Четверг;16:14:00;16:43:00;0:29:00;;;;;
672661;26.12.2025;Пятница;9:11:00;9:15:00;0:04:00;;;;;
672661;26.12.2025;Пятница;12:25:00;13:15:00;0:50:00;;;;;
672661;26.12.2025;Пятница;15:25:00;15:38:00;0:13:00;;;;;
672661;27.12.2025;Суббота;6:25:00;6:32:00;0:07:00;;;;;
672661;27.12.2025;Суббота;6:34:00;6:38:00;0:04:00;;;;;
672661;27.12.2025;Суббота;6:39:00;6:47:00;0:08:00;;;;;
672661;27.12.2025;Суббота;6:48:00;7:02:00;0:14:00;;;;;
672661;27.12.2025;Суббота;7:03:00;7:57:00;0:54:00;;;;;
672661;27.12.2025;Суббота;8:24:00;9:08:00;0:44:00;;;;;
672661;27.12.2025;Суббота;9:25:00;13:19:00;3:54:00;;;;;
672661;28.12.2025;Воскресенье;7:12:00;7:18:00;0:06:00;;;;;
672661;28.12.2025;Воскресенье;7:19:00;7:39:00;0:20:00;;;;;
672661;28.12.2025;Воскресенье;7:40:00;7:41:00;0:01:00;;;;;
672661;28.12.2025;Воскресенье;7:45:00;7:50:00;0:05:00;;;;;
672661;28.12.2025;Воскресенье;8:59:00;9:44:00;0:45:00;;;;;
672661;28.12.2025;Воскресенье;10:02:00;13:36:00;3:34:00;;;;;
672661;29.12.2025;Понедельник;5:08:00;5:58:00;0:50:00;;;;;
672661;29.12.2025;Понедельник;6:52:00;7:41:00;0:49:00;;;;;
672661;29.12.2025;Понедельник;8:07:00;9:52:00;1:45:00;;;;;
672661;30.12.2025;Вторник;7:33:00;8:37:00;1:04:00;;;;;
672661;30.12.2025;Вторник;10:32:00;11:21:00;0:49:00;;;;;
672661;02.01.2026;Пятница;9:51:00;10:29:00;0:38:00;;;;;
672661;05.01.2026;Понедельник;13:02:00;16:12:00;3:10:00;;;;;
672661;06.01.2026;Вторник;6:05:00;7:08:00;1:03:00;;;;;
672661;06.01.2026;Вторник;9:01:00;13:47:00;4:46:00;;;;;
672661;15.01.2026;Четверг;11:12:00;11:19:00;0:07:00;;;;;
672661;16.01.2026;Пятница;10:52:00;11:38:00;0:46:00;;;;;
672661;16.01.2026;Пятница;11:44:00;12:26:00;0:42:00;;;;;
672661;16.01.2026;Пятница;13:52:00;14:44:00;0:52:00;;;;;
672661;17.01.2026;Суббота;9:15:00;10:10:00;0:55:00;;;;;
672661;17.01.2026;Суббота;11:46:00;12:15:00;0:29:00;;;;;
672661;23.01.2026;Пятница;10:48:00;11:32:00;0:44:00;;;;;
672661;23.01.2026;Пятница;12:24:00;13:09:00;0:45:00;;;;;
672661;23.01.2026;Пятница;13:48:00;15:24:00;1:36:00;;;;;
672661;24.01.2026;Суббота;10:01:00;11:03:00;1:02:00;;;;;
672661;24.01.2026;Суббота;11:55:00;13:01:00;1:06:00;;;;;
672661;29.01.2026;Четверг;11:23:00;12:13:00;0:50:00;;;;;
672661;29.01.2026;Четверг;13:52:00;15:21:00;1:29:00;;;;;
672661;30.01.2026;Пятница;9:23:00;9:27:00;0:04:00;;;;;
672661;30.01.2026;Пятница;9:39:00;9:44:00;0:05:00;;;;;
672661;30.01.2026;Пятница;9:51:00;9:56:00;0:05:00;;;;;
672661;30.01.2026;Пятница;9:57:00;10:01:00;0:04:00;;;;;
672661;30.01.2026;Пятница;10:05:00;10:09:00;0:04:00;;;;;
672661;30.01.2026;Пятница;10:11:00;10:16:00;0:05:00;;;;;
672661;30.01.2026;Пятница;10:26:00;10:33:00;0:07:00;;;;;
672661;30.01.2026;Пятница;10:53:00;10:58:00;0:05:00;;;;;
672661;30.01.2026;Пятница;11:23:00;11:24:00;0:01:00;;;;;
672661;30.01.2026;Пятница;12:22:00;14:23:00;2:01:00;;;;;
672661;31.01.2026;Суббота;6:06:00;6:10:00;0:04:00;;;;;
672661;31.01.2026;Суббота;6:13:00;6:16:00;0:03:00;;;;;
672661;31.01.2026;Суббота;6:17:00;6:23:00;0:06:00;;;;;
672661;31.01.2026;Суббота;6:25:00;6:36:00;0:11:00;;;;;
672661;31.01.2026;Суббота;9:13:00;13:07:00;3:54:00;;;;;
672661;04.02.2026;Среда;10:34:00;11:17:00;0:43:00;;;;;
672661;04.02.2026;Среда;13:34:00;15:17:00;1:43:00;;;;;
672661;07.02.2026;Суббота;9:26:00;10:27:00;1:01:00;;;;;
672661;07.02.2026;Суббота;12:26:00;13:56:00;1:30:00;;;;;
672661;08.02.2026;Воскресенье;9:43:00;10:27:00;0:44:00;;;;;
672661;11.02.2026;Среда;10:39:00;11:15:00;0:36:00;;;;;
672661;11.02.2026;Среда;13:39:00;13:50:00;0:11:00;;;;;
672661;13.02.2026;Пятница;11:30:00;12:14:00;0:44:00;;;;;
672661;13.02.2026;Пятница;13:06:00;15:33:00;2:27:00;;;;;
672661;14.02.2026;Суббота;9:43:00;10:07:00;0:24:00;;;;;
672661;14.02.2026;Суббота;12:43:00;13:04:00;0:21:00;;;;;
672661;19.02.2026;Четверг;14:42:00;15:22:00;0:40:00;;;;;
672661;22.02.2026;Воскресенье;6:55:00;6:56:00;0:01:00;;;;;
672661;22.02.2026;Воскресенье;7:01:00;7:05:00;0:04:00;;;;;
672661;22.02.2026;Воскресенье;7:06:00;7:20:00;0:14:00;;;;;
672661;22.02.2026;Воскресенье;7:36:00;7:40:00;0:04:00;;;;;
672661;22.02.2026;Воскресенье;7:59:00;8:36:00;0:37:00;;;;;
672661;22.02.2026;Воскресенье;9:28:00;12:34:00;3:06:00;;;;;
672661;26.02.2026;Четверг;9:48:00;10:03:00;0:15:00;;;;;
672661;26.02.2026;Четверг;10:04:00;10:11:00;0:07:00;;;;;
672661;26.02.2026;Четверг;10:12:00;10:16:00;0:04:00;;;;;
672661;26.02.2026;Четверг;10:28:00;10:34:00;0:06:00;;;;;
672661;26.02.2026;Четверг;12:45:00;13:12:00;0:27:00;;;;;
672661;28.02.2026;Суббота;9:15:00;10:07:00;0:52:00;;;;;
672661;28.02.2026;Суббота;10:57:00;11:44:00;0:47:00;;;;;
672661;28.02.2026;Суббота;12:15:00;13:58:00;1:43:00;;;;;
672661;05.03.2026;Четверг;12:54:00;13:37:00;0:43:00;;;;;
672661;05.03.2026;Четверг;15:54:00;16:55:00;1:01:00;;;;;
672661;06.03.2026;Пятница;11:27:00;12:14:00;0:47:00;;;;;
672661;06.03.2026;Пятница;14:27:00;14:37:00;0:10:00;;;;;
672661;07.03.2026;Суббота;9:16:00;9:21:00;0:05:00;;;;;
672661;07.03.2026;Суббота;9:59:00;10:44:00;0:45:00;;;;;
672661;07.03.2026;Суббота;11:30:00;12:13:00;0:43:00;;;;;
672661;07.03.2026;Суббота;12:16:00;15:09:00;2:53:00;;;;;
672661;09.03.2026;Понедельник;13:54:00;14:10:00;0:16:00;;;;;
672661;12.03.2026;Четверг;12:41:00;13:24:00;0:43:00;;;;;
672661;14.03.2026;Суббота;9:17:00;10:16:00;0:59:00;;;;;
672661;14.03.2026;Суббота;11:05:00;11:50:00;0:45:00;;;;;
672661;14.03.2026;Суббота;12:17:00;15:13:00;2:56:00;;;;;
672661;19.03.2026;Четверг;12:55:00;13:38:00;0:43:00;;;;;
672661;19.03.2026;Четверг;15:55:00;16:45:00;0:50:00;;;;;
672661;21.03.2026;Суббота;9:36:00;10:33:00;0:57:00;;;;;
672661;21.03.2026;Суббота;11:03:00;11:45:00;0:42:00;;;;;
672661;21.03.2026;Суббота;12:36:00;14:08:00;1:32:00;;;;;
674171;14.01.2026;Среда;6:48:00;6:50:00;0:02:00;;;;;
674171;14.01.2026;Среда;9:40:00;10:08:00;0:28:00;;;;;
674171;16.01.2026;Пятница;6:38:00;9:16:00;2:38:00;;;;;
674171;28.01.2026;Среда;7:51:00;13:23:00;5:32:00;;;;;
674171;13.02.2026;Пятница;8:29:00;9:38:00;1:09:00;;;;;
674171;13.02.2026;Пятница;9:41:00;9:42:00;0:01:00;;;;;
674171;27.02.2026;Пятница;9:21:00;9:39:00;0:18:00;;;;;
